"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,57,41,1,
Out of County,—,—,5,—,
Pending,1,9,0,—,
June,8,2020,,,
Santa Barbara County Totals,9,1817,1621,15,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,23,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,2,111,90,1,
CITY OF GOLETA,1,18,11,2,
COMMUNITY OF ISLA VISTA,0,1,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,20,16,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,107,97,4,
FEDERAL PRISON IN LOMPOC,0,984,965,3,
CITY OF SANTA MARIA,4,423,316,3,
COMMUNITY OF ORCUTT,0,49,44,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,56,41,1,
Out of County,—,—,3,—,
Pending,0,8,2,—,
June,5,2020,,,
Santa Barbara County Totals,50,1787,1594,15,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,23,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,2,104,87,1,
CITY OF GOLETA,0,16,11,2,
COMMUNITY OF ISLA VISTA,0,1,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,20,16,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,105,97,4,
FEDERAL PRISON IN LOMPOC,1,981,965,3,
CITY OF SANTA MARIA,45,409,295,3,
COMMUNITY OF ORCUTT,0,49,43,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,54,39,1,
Out of County,—,—,3,—,
Pending,0,8,2,—,
June,4,2020,,,
Santa Barbara County Totals,23,1737,1581,14,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,23,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,3,102,85,1,
CITY OF GOLETA,0,16,11,2,
COMMUNITY OF ISLA VISTA,0,1,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,2,20,16,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,105,96,3,
FEDERAL PRISON IN LOMPOC,1,980,964,3,
CITY OF SANTA MARIA,11,364,288,3,
COMMUNITY OF ORCUTT,0,49,43,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",4,52,38,1,
Out of County,—,—,4,—,
Pending,2,8,0,—,
June,3,2020,,,
Santa Barbara County Totals,17,1714,1566,14,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,23,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,2,99,82,1,
CITY OF GOLETA,1,16,10,2,
COMMUNITY OF ISLA VISTA,0,1,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,18,15,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,13,12,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,105,95,3,
FEDERAL PRISON IN LOMPOC,0,979,964,3,
CITY OF SANTA MARIA,10,353,281,3,
COMMUNITY OF ORCUTT,2,49,43,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,48,36,1,
Out of County,—,—,4,—,
Pending,0,6,0,—,
June,2,2020,,,
Santa Barbara County Totals,28,1697,1559,14,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,23,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,2,95,80,1,
CITY OF GOLETA,0,15,10,2,
COMMUNITY OF ISLA VISTA,0,1,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,17,15,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,12,10,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,105,94,3,
FEDERAL PRISON IN LOMPOC,8,979,962,3,
CITY OF SANTA MARIA,16,343,279,3,
COMMUNITY OF ORCUTT,0,46,43,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,46,35,1,
Out of County,—,—,7,—,
Pending,0,11,—,—,
June,1,2020,,,
Santa Barbara County Totals,10,1669,1517,12,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,21,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,93,73,1,
CITY OF GOLETA,0,15,10,2,
COMMUNITY OF ISLA VISTA,0,1,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,17,15,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,12,9,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,105,97,2,
FEDERAL PRISON IN LOMPOC,0,971,961,2,
CITY OF SANTA MARIA,5,327,250,3,
COMMUNITY OF ORCUTT,1,46,42,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",2,44,31,1,
Out of County,—,—,7,—,
Pending,1,11,—,—,
May,29,2020,,,
Santa Barbara County Totals,13,1649,1497,12,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,21,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,3,92,73,1,
CITY OF GOLETA,0,15,10,2,
COMMUNITY OF ISLA VISTA,0,1,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,17,14,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,11,9,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,106,96,2,
FEDERAL PRISON IN LOMPOC,0,971,960,2,
CITY OF SANTA MARIA,8,314,236,3,
COMMUNITY OF ORCUTT,0,45,42,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,42,29,1,
Out of County,—,—,6,—,
Pending,0,8,—,—,
May,28,2020,,,
Santa Barbara County Totals,12,1636,1481,12,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,21,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,89,73,1,
CITY OF GOLETA,0,15,10,2,
COMMUNITY OF ISLA VISTA,0,1,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,18,15,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,10,7,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,105,95,2,
FEDERAL PRISON IN LOMPOC,0,971,955,2,
CITY OF SANTA MARIA,9,306,228,3,
COMMUNITY OF ORCUTT,1,45,42,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,41,28,1,
Out of County,—,—,6,—,
Pending,0,8,—,—,
May,27,2020,,,
Santa Barbara County Totals,20,1624,1396,12,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,20,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,5,88,72,1,
CITY OF GOLETA,0,15,10,2,
COMMUNITY OF ISLA VISTA,0,1,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,18,15,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,10,7,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,105,94,2,
FEDERAL PRISON IN LOMPOC,0,971,883,2,
CITY OF SANTA MARIA,12,297,219,3,
COMMUNITY OF ORCUTT,0,44,41,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,40,28,1,
Out of County,—,—,6,—,
Pending,1,8,—,—,
May,26,2020,,,
Santa Barbara County Totals,24,1604,1374,12,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,20,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,3,83,70,1,
CITY OF GOLETA,1,15,8,2,
COMMUNITY OF ISLA VISTA,0,1,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,18,15,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,10,7,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,104,92,2,
FEDERAL PRISON IN LOMPOC,0,971,882,2,
CITY OF SANTA MARIA,13,285,208,3,
COMMUNITY OF ORCUTT,2,44,40,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",4,39,25,1,
Out of County,—,—,6,—,
Pending,0,7,—,—,
May,22,2020,,,
Santa Barbara County Totals,12,1551,1346,12,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,27,20,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,79,69,1,
CITY OF GOLETA,0,11,7,2,
COMMUNITY OF ISLA VISTA,0,1,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,17,15,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,10,6,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,102,88,2,
FEDERAL PRISON IN LOMPOC,1,971,881,2,
CITY OF SANTA MARIA,8,254,191,3,
COMMUNITY OF ORCUTT,0,41,40,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,31,23,1,
Out of County,—,—,5,—,
Pending,0,7,—,—,
May,21,2020,,,
Santa Barbara County Totals,20,1540,1337,11,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",3,27,20,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,78,68,1,
CITY OF GOLETA,0,11,7,2,
COMMUNITY OF ISLA VISTA,0,1,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,16,15,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,10,6,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,102,87,2,
FEDERAL PRISON IN LOMPOC,0,970,880,2,
CITY OF SANTA MARIA,15,247,186,2,
COMMUNITY OF ORCUTT,0,41,39,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,30,23,1,
Out of County,—,—,5,—,
Pending,0,7,—,—,
May,20,2020,,,
Santa Barbara County Totals,3,1520,1118,11,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,24,20,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,0,77,67,1,
CITY OF GOLETA,0,11,6,2,
COMMUNITY OF ISLA VISTA,0,1,1,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,16,14,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,10,6,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,102,87,2,
FEDERAL PRISON IN LOMPOC,0,970,675,2,
CITY OF SANTA MARIA,2,232,175,2,
COMMUNITY OF ORCUTT,0,41,39,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,29,23,1,
Out of County,—,—,5,—,
Pending,0,7,—,—,
May,19,2020,,,
Santa Barbara County Totals,21,1517,0,11,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,23,-,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,77,-,1,
CITY OF GOLETA,0,11,-,2,
COMMUNITY OF ISLA VISTA,0,1,-,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,16,-,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,10,-,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,102,-,2,
FEDERAL PRISON IN LOMPOC,8,971,-,2,
CITY OF SANTA MARIA,10,229,-,2,
COMMUNITY OF ORCUTT,0,41,-,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,28,-,1,
Out of County,-,-,-,-,
Pending,1,8,-, ,
May,18,2020,,,
Santa Barbara County Totals,22,1496,0,11,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,23,-,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,76,-,1,
CITY OF GOLETA,0,11,-,2,
COMMUNITY OF ISLA VISTA,0,1,-,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,16,-,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,10,-,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,2,102,-,2,
FEDERAL PRISON IN LOMPOC,7,963,-,2,
CITY OF SANTA MARIA,9,219,-,2,
COMMUNITY OF ORCUTT,1,41,-,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,27,-,1,
Out of County,-,-,-,-,
Pending,1,7,-, ,
May,17,2020,,,
Santa Barbara County Totals,56,1474,0,11,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,23,-,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,75,-,1,
CITY OF GOLETA,0,11,-,2,
COMMUNITY OF ISLA VISTA,0,1,-,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,16,-,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,10,-,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,100,-,2,
FEDERAL PRISON IN LOMPOC,53,956,-,2,
CITY OF SANTA MARIA,2,210,-,2,
COMMUNITY OF ORCUTT,0,40,-,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",0,26,-,1,
Out of County,-,-,-,-,
Pending,0,6,-, ,
May,16,2020,,,
Santa Barbara County Totals,17,1418,0,11,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,23,-,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,2,74,-,1,
CITY OF GOLETA,0,11,-,2,
COMMUNITY OF ISLA VISTA,0,1,-,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,16,-,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",2,10,-,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,100,-,2,
FEDERAL PRISON IN LOMPOC,6,903,-,2,
CITY OF SANTA MARIA,7,208,-,2,
COMMUNITY OF ORCUTT,0,40,-,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",0,26,-,1,
Out of County,-,-,-,-,
Pending,0,6,-, ,
May,15,2020,,,
Santa Barbara County Totals,15,1402,0,11,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,23,-,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,72,-,1,
CITY OF GOLETA,0,11,-,2,
COMMUNITY OF ISLA VISTA,0,1,-,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,16,-,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,8,-,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,3,100,-,2,
FEDERAL PRISON IN LOMPOC,5,898,-,2,
CITY OF SANTA MARIA,5,201,-,2,
COMMUNITY OF ORCUTT,0,40,-,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",1,26,-,1,
Out of County,-,-,-,-,
Pending,0,6,-, ,
May,14,2020,,,
Santa Barbara County Totals,14,1387,0,11,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,23,-,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,2,71,-,1,
CITY OF GOLETA,0,11,-,2,
COMMUNITY OF ISLA VISTA,0,1,-,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,1,16,-,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,8,-,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,4,97,-,2,
FEDERAL PRISON IN LOMPOC,1,893,-,2,
CITY OF SANTA MARIA,6,196,-,2,
COMMUNITY OF ORCUTT,0,40,-,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",0,25,-,1,
Out of County,-,-,-,-,
Pending,0,6,-, ,
May,13,2020,,,
Santa Barbara County Totals,6,1377,0,11,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,23,-,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,0,69,-,1,
CITY OF GOLETA,0,11,-,2,
COMMUNITY OF ISLA VISTA,0,1,-,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,15,-,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,8,-,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,93,-,2,
FEDERAL PRISON IN LOMPOC,1,896,-,2,
CITY OF SANTA MARIA,4,190,-,2,
COMMUNITY OF ORCUTT,1,40,-,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",0,25,-,1,
Out of County,-,-,-,-,
Pending,0,6,-, ,
May,12,2020,,,
Santa Barbara County Totals,10,1371,0,11,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,23,-,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,69,-,1,
CITY OF GOLETA,1,11,-,2,
COMMUNITY OF ISLA VISTA,0,1,-,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,15,-,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",1,8,-,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1,92,-,2,
People incarcerated at the Federal Prison in Lompoc,3,896,-,2,
CITY OF SANTA MARIA,3,186,-,2,
COMMUNITY OF ORCUTT,0,39,-,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",0,25,-,1,
Out of County,-,-,-,-,
Pending,0,6,-, ,
May,11,2020,,,
Santa Barbara County Totals,54,1362,0,11,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",0,23,-,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1,69,-,1,
CITY OF GOLETA,0,10,-,2,
COMMUNITY OF ISLA VISTA,0,1,-,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,0,15,-,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",0,7,-,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,0,91,-,2,
People incarcerated at the Federal Prison in Lompoc,40,893,-,2,
CITY OF SANTA MARIA,13,183,-,2,
COMMUNITY OF ORCUTT,0,39,-,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",0,25,-,1,
Out of County,-,-,-,-,
Pending,0,6,-, ,
May,10,2020,,,
Santa Barbara County Totals,0,1308,0,11,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",-,23,-,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,-,67,-,1,
CITY OF GOLETA,-,10,-,2,
COMMUNITY OF ISLA VISTA,-,1,-,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,-,15,-,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",-,7,-,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,-,91,-,2,
People incarcerated at the Federal Prison in Lompoc,-,854,-,2,
CITY OF SANTA MARIA,-,170,-,2,
COMMUNITY OF ORCUTT,-,39,-,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",-,25,-,1,
Out of County,-,-,-,-,
Pending,-,6,-, ,
May,9,2020,,,
Santa Barbara County Totals,0,1250,0,11,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",-,23,-,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,-,67,-,1,
CITY OF GOLETA,-,10,-,2,
COMMUNITY OF ISLA VISTA,-,1,-,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,-,15,-,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",-,7,-,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,-,90,-,2,
People incarcerated at the Federal Prison in Lompoc,-,797,-,2,
CITY OF SANTA MARIA,-,170,-,2,
COMMUNITY OF ORCUTT,-,39,-,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",-,25,-,1,
Out of County,-,-,-,-,
Pending,-,6,-, ,
May,8,2020,,,
Santa Barbara County Totals,0,1032,0,11,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",-,24,-,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,-,67,-,1,
CITY OF GOLETA,-,11,-,2,
COMMUNITY OF ISLA VISTA,-,1,-,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,-,15,-,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",-,8,-,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,-,88,-,2,
People incarcerated at the Federal Prison in Lompoc,-,582,-,2,
CITY OF SANTA MARIA,-,166,-,2,
COMMUNITY OF ORCUTT,-,39,-,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",-,25,-,1,
Out of County,-,-,-,-,
Pending,-,6,-, ,
May,7,2020,,,
Santa Barbara County Totals,0,722,0,9,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",-,24,-,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,-,67,-,1,
CITY OF GOLETA,-,11,-,2,
COMMUNITY OF ISLA VISTA,-,1,-,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,-,16,-,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",-,8,-,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,-,88,-,1,
People incarcerated at the Federal Prison in Lompoc,-,272,-,1,
CITY OF SANTA MARIA,-,165,-,2,
COMMUNITY OF ORCUTT,-,39,-,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",-,25,-,1,
Out of County,-,-,-,-,
Pending,-,6,-, ,
May,6,2020,,,
Santa Barbara County Totals,0,613,0,9,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",-,24,-,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,-,67,-,1,
CITY OF GOLETA,-,11,-,2,
COMMUNITY OF ISLA VISTA,-,1,-,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,-,14,-,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",-,6,-,0,
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,-,86,-,1,
People incarcerated at the Federal Prison in Lompoc,-,172,-,1,
CITY OF SANTA MARIA,-,161,-,2,
COMMUNITY OF ORCUTT,-,39,-,0,
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey,  Cuyama, New Cuyama, and the City of Guadalupe",-,25,-,1,
Out of County,-,-,-,-,
Pending,-,7,-, ,
May,5,2020,,,
Santa Barbara County Totals,0,544,0,9,
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",-,24,-,0,
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,-,67,-,1,
CITY OF GOLETA,-,11,-,2,
COMMUNITY OF ISLA VISTA,-,1,-,0,
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,-,15,-,1,
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",-,6,-,0,
